Sales record number,Order number,Buyer username,Buyer postcode,Item number,Item title,Sold via Promoted listings,Quantity,Sold for,Sale date,Brand,Discount_Percentage,Product_Category,Product_Size,Unit_Size,Pack_Count,Total_Size,Is_Multipack,Total_Units
8798.0,02-12515-64353,user_8845bda3,XX1,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap Glutathione & Vit C - 60g x 2 (Double Pack),Yes,2.0,£8.43,22-Jan-25,Gluta-C,10,Soap,60grams,60g,2,120g,True,4.0
1322.0,08-10294-97341,user_a364418d,EN8,item_c1b6da5f5f,Silka Papaya Lotion SPF6 200ml - Skin Lightening & Brightening,No,1.0,£9.95,10-Aug-23,Silka,0,Lotion,200ml,200ml,1,200ml,False,1.0
8729.0,24-12474-91524,user_82630280,M23,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.99,13-Jan-25,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
9049.0,06-12616-43817,user_208edb0a,OX3,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.51,17-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3866.0,18-11087-59722,user_6f7abde3,NW10,item_0195bf47b0,Bench Daily Scent SUNDAY MORNING Cologne 125ml,Yes,1.0,£7.59,19-Feb-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
4580.0,11-11304-93929,user_c870a882,HD15BS,item_c1b6da5f5f,Silka Papaya Lotion SPF6 200ml - Skin Lightening & Brightening,No,1.0,£9.84,08-Apr-24,Silka,0,Lotion,200ml,200ml,1,200ml,False,1.0
1422.0,04-10347-14766,user_fbc17eca,BR6,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.41,23-Aug-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1727.0,11-10451-54302,user_37ebe266,NW6,item_0195bf47b0,Belo Essentials Beauty Deo Original Anti-Perspirant Deodorant 40ml - Lightening,No,1.0,£8.20,19-Sep-23,Belo,0,Sensitive Area Products,40ml,40ml,1,40ml,False,1.0
3275.0,01-10906-19223,user_21ec303a,HP13,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,1.0,£7.22,03-Jan-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
4926.0,18-11404-02443,user_ce447496,SA20,item_e66dec75b7,Kojie San Dream White Soap 135g x 2 (Double Pack) - Skin Brightening,No,1.0,£8.59,03-May-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
6458.0,13-11784-37637,user_dde9396d,IG1,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,1.0,£7.19,02-Aug-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
7793.0,13-12141-54159,user_39cbe8aa,B19,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.52,28-Oct-24,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
1980.0,25-10507-09463,user_2ba3e276,BA14,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,2.0,£7.65,04-Oct-23,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
7830.0,11-12154-33025,user_2b567917,CF24,item_2053312e9e,Silka Orange Papaya Soap 90g x 3 (Triple Pack) - Skin Lightening & Brightening,Yes,4.0,£6.44,31-Oct-24,Silka,20,Soap,90grams,90g,3,270g,True,12.0
8576.0,12-12413-50707,user_840429e3,TA1,item_f4823a4913,Gluta-C Kojic Plus Face & Neck Cream SPF30 25g - Skin Lightening & Brightening,Yes,1.0,£12.39,31-Dec-24,Gluta-C,0,Face Cream,25grams,25g,1,25g,False,1.0
3335.0,05-10928-55619,user_1ba5468b,WD19,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.54,08-Jan-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
9085.0,11-12626-57094,user_8f392409,CV2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.50,21-Feb-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
3425.0,20-10954-28949,user_0acf5441,XX1,item_79530622ca,Likas Papaya Soap 135g - Original - Skin Lightening & Brightening,No,1.0,£6.40,17-Jan-24,Likas,0,Soap,135grams,135g,1,135g,False,1.0
5795.0,16-11627-39727,user_5feaaa08,N17,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g x 2],No,1.0,£6.34,25-Jun-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
4168.0,18-11179-07216,user_b9043fcf,IP24,item_0a0d6e1866,Johnson's SLIDE Baby Cologne 125ml,Yes,1.0,£7.15,11-Mar-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
712.0,05-09882-45603,user_66c917af,NR5,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,4.0,£5.40,24-Apr-23,Extract,20,Soap,125grams,125g,1,125g,False,4.0
5421.0,12-11533-28678,user_33020943,LN2,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.37,01-Jun-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8971.0,02-12586-00697,user_3b36d557,CO4,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£8.30,08-Feb-25,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
2170.0,14-10569-38889,user_7968624e,L11,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,No,1.0,£7.60,18-Oct-23,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
2710.0,16-10704-73611,user_f153e1ec,W139QY,item_6ae0f94bb3,Belo Kojic Acid & Tranexamic Acid SPF30 Body Lotion 200ml - Skin Lightening,No,4.0,£10.78,21-Nov-23,Belo,20,Lotion,200ml,200ml,1,200ml,False,4.0
722.0,11-09887-75288,user_ec37bb80,S8,item_cd5edd1e9e,"Gluta-C Kojic Plus Anti-Acne Facial Toner 100ml - Skin Lightening, Alcohol-Free",No,1.0,£9.10,26-Apr-23,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
5367.0,14-11517-05400,user_635299ef,XX1,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£8.25,29-May-24,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
6063.0,16-11685-20090,user_2a1ce1c8,M6,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,No,4.0,£8.27,09-Jul-24,Extract,20,Lotion,200ml,200ml,1,200ml,False,4.0
5394.0,07-11529-62652,user_6954f49e,WN3,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£14.12,30-May-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
1467.0,22-10355-37871,user_6007f72e,E14,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g x 2],No,3.0,£6.54,28-Aug-23,Kojie San,15,Soap,135grams,65g,2,130g,True,6.0
6786.0,03-11886-42531,user_8c78b5e6,BL9,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£7.22,25-Aug-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
8459.0,22-12348-17570,user_ba055ec3,Cm8,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£8.80,19-Dec-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
7359.0,23-12007-39548,user_25e8c1ae,EN1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.44,28-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5419.0,07-11537-64847,user_5d729d35,SK14,item_5902cabe75,Gluta-C Kojic Plus Lightening Soap Glutathione & Vit C - 60g x 2 (Double Pack),No,1.0,£9.01,01-Jun-24,Gluta-C,0,Soap,60grams,60g,2,120g,True,2.0
3229.0,11-10882-84141,user_57808000,RH19,item_0a0d6e1866,Johnson's SUMMER SWING Baby Cologne 125ml,No,1.0,£7.43,31-Dec-23,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
9334.0,02-12753-63483,user_41a001c0,mk6,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.85,20-Mar-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7397.0,01-12038-34747,user_8a0efc0d,OL1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.58,30-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8675.0,21-12440-48664,user_fe1c3089,BL9,item_c1b6da5f5f,Gluta-C Glutathione & Kojic Plus Acne Control Face Wash 50g - Skin Lightening,Yes,1.0,£8.99,08-Jan-25,Gluta-C,0,Face Wash,50grams,50g,1,50g,False,1.0
2464.0,21-10641-17839,user_425ffea3,SO14,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.69,06-Nov-23,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
4252.0,22-11201-98614,user_9da9157e,E12,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.41,17-Mar-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
9294.0,26-12706-49291,user_b04c8f24,SL3,item_73119af79d,Renew Placenta CLASSIC Herbal Beauty Soap 135g - Skin Lightening & Brightening,Yes,3.0,£6.88,16-Mar-25,Other,15,Soap,135grams,135g,1,135g,False,3.0
1707.0,09-10443-04777,user_b35f9932,HA4,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.11,16-Sep-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5555.0,26-11555-65929,user_42a78481,SL21DU,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.22,10-Jun-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8077.0,24-12238-82215,user_f748fac3,cf45,item_e66dec75b7,Kojie San Dream White Kojic Acid Soap 135g x 2 (Double Pack) - Skin Brightening,No,1.0,£8.77,20-Nov-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
6178.0,04-11724-11007,user_524b63fe,XX1,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£7.15,16-Jul-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
8507.0,24-12382-81200,user_16186694,SO51,item_cb9aa5b976,Silka Papaya Lotion with PUMP 500ml (Large Size) - Skin Brightening & Lightening,No,1.0,£14.56,24-Dec-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
8583.0,25-12402-15667,user_d4448f84,LU3,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,Yes,1.0,£10.24,01-Jan-25,Kojie San,0,Face Cream,30grams,30g,1,30g,False,1.0
4600.0,15-11308-35228,user_9725a2b8,Ha8,item_5902cabe75,Belo Intensive Kojic Acid & Tranexamic Acid Bar Soap - 65g x 3 (Triple Pack),Yes,1.0,£8.64,09-Apr-24,Belo,0,Soap,65grams,65g,3,195g,True,3.0
4696.0,01-11357-97520,user_3444b99d,BT47,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,1.0,£6.84,18-Apr-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
8709.0,13-12462-54938,user_cbc1f0b2,XX1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,8.0,£6.93,11-Jan-25,Kojie San,20,Soap,100grams,100g,3,300g,True,24.0
4426.0,22-11251-50586,user_b62ef5f1,Se17,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,Yes,1.0,£7.71,29-Mar-24,Kojie San,0,Soap,135grams,135g,2,270g,True,2.0
4581.0,20-11297-88508,user_2ec4829f,se10fu,item_0a0d6e1866,Bench Daily Scent BEACH BUM Cologne 125ml,Yes,1.0,£7.82,08-Apr-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
636.0,06-09792-39473,user_3ca00be9,G23,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[135g HydroMoist (Dry Skin)],No,1.0,£7.26,02-Apr-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
2833.0,05-10738-77579,user_3d0e7bed,S10,item_unknown,,,2.0,£20.11,27-Nov-23,Other,10,Other,standard,unknown,1,unknown,False,2.0
748.0,11-09913-77081,user_6d7a98e3,ME13,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.65,03-May-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
9138.0,11-12646-27808,user_ecd87b8b,TA6,item_859c8b3c05,Kojie San Facial (Face) Wash 100g - Hydromoist - Skin Lightening & Brightening,Yes,1.0,£10.20,25-Feb-25,Kojie San,0,Face Wash,100grams,100g,1,100g,False,1.0
8890.0,03-12555-00892,user_64d61d73,SS2,item_0195bf47b0,Safeguard PURE WHITE Body Bar Soap 125g - Germ Protection,Yes,7.0,£5.28,01-Feb-25,Other,20,Soap,125grams,125g,1,125g,False,7.0
3697.0,08-11041-10737,user_b970b345,ts18,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,Yes,1.0,£13.41,06-Feb-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
4626.0,25-11312-99962,user_4ea777aa,SN1,item_c5c0adf470,Kojie San Soap 135g x 2 (Double Pack) - Skin Brightening & Lightening,No,2.0,£7.03,12-Apr-24,Kojie San,10,Soap,135grams,135g,2,270g,True,4.0
2273.0,19-10594-43446,user_cf1cd02e,HA8,item_unknown,,,3.0,£35.11,25-Oct-23,Other,15,Other,standard,unknown,1,unknown,False,3.0
4161.0,02-11187-87420,user_684c416d,SE6,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[100g x 3],No,1.0,£8.71,10-Mar-24,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8315.0,08-12309-00930,user_44bb3449,BT5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.61,07-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
2153.0,27-10552-44565,user_19f51a1f,RM17,item_447b94f791,Maxi-Peel Papaya Soap 135g - Skin Lightening & Brightening,No,3.0,£7.09,16-Oct-23,Maxi-Peel,15,Soap,135grams,135g,1,135g,False,3.0
3521.0,18-10978-59309,user_6dedefe5,E14,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,No,1.0,£6.47,23-Jan-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
3381.0,11-10948-70426,user_bd158e97,TN35,item_0a0d6e1866,Johnson's HEAVEN Baby Cologne 125ml,Yes,1.0,£7.11,13-Jan-24,Other,0,Cologne,125ml,125ml,1,125ml,False,1.0
5606.0,06-11583-41833,user_5ac265a8,XX1,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",Yes,1.0,£8.01,12-Jun-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
8677.0,23-12439-06762,user_5ace068a,CO1,item_8ed4a548eb,Kojie San Face Cream 30g - Reduce dark spots & blemishes - Skin Brightening,No,2.0,£8.93,08-Jan-25,Kojie San,10,Face Cream,30grams,30g,1,30g,False,2.0
8197.0,21-12258-28776,user_d163d774,E11,item_unknown,,,2.0,£21.48,28-Nov-24,Other,10,Other,standard,unknown,1,unknown,False,2.0
4823.0,24-11391-19054,user_19b608e6,N19,item_cd5edd1e9e,"Gluta-C Facial Toner 100ml - Skin Lightening, Anti-Aging, Alcohol-Free",No,1.0,£7.82,27-Apr-24,Gluta-C,0,Face Wash,100ml,100ml,1,100ml,False,1.0
7760.0,21-12124-00734,user_7470477a,IG11,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£7.07,26-Oct-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
6648.0,12-11838-08973,user_b8e5f6ec,E16,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,2.0,£6.19,15-Aug-24,Extract,10,Soap,125grams,125g,1,125g,False,2.0
3076.0,27-10820-02422,user_271b628a,CR5,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.18,20-Dec-23,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7739.0,22-12116-88336,user_f422675b,SO53,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.72,25-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6999.0,05-11942-13348,user_e9b07c0d,HA9,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.33,08-Sep-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
1057.0,10-10144-83791,user_c7d2007e,L284EX,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£13.94,02-Jul-23,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
6577.0,23-11807-67142,user_5e8420bf,B13,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,3.0,£7.60,10-Aug-24,Kojie San,15,Soap,100grams,100g,3,300g,True,9.0
5096.0,04-11467-30251,user_f076c431,B14,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,10.0,£7.04,15-May-24,Kojie San,20,Soap,100grams,100g,3,300g,True,30.0
7521.0,21-12057-16790,user_5ae2d6e1,MK14,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.55,10-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
5706.0,16-11603-78033,user_0de711ce,XX1,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,Yes,1.0,£10.16,19-Jun-24,Extract,0,Lotion,200ml,200ml,1,200ml,False,1.0
1148.0,25-10198-14845,user_ac0c37c6,RM15,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[45g],No,1.0,£4.92,18-Jul-23,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
3365.0,03-10945-55439,user_f735fe6b,NE1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.21,12-Jan-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8489.0,18-12367-85883,user_2b637105,PL1,item_unknown,,,3.0,£38.02,23-Dec-24,Other,15,Other,standard,unknown,1,unknown,False,3.0
6317.0,02-11760-68456,user_b82f6781,KT16,item_c1b6da5f5f,Silka Papaya Lotion 500ml (Large Size) - Skin Brightening,No,1.0,£13.40,24-Jul-24,Silka,0,Lotion,500ml,500ml,1,500ml,False,1.0
2221.0,22-10578-25254,user_aa130279,bb7,item_859c8b3c05,Belo PORE REFINING Toner 100ml - Skin Lightening / Oily Skin,No,1.0,£7.71,22-Oct-23,Belo,0,Toner/Cleanser,100ml,100ml,1,100ml,False,1.0
8390.0,08-12339-47245,user_27091dd3,Wd62jr,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.89,14-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8177.0,18-12256-55205,user_0ed087bf,CH3,item_bdf6c594ec,Eskinol Calamansi Facial Face Deep Cleanser 225ml - Lightens dark spots,Yes,1.0,£9.12,27-Nov-24,Other,0,Face Wash,225ml,225ml,1,225ml,False,1.0
7681.0,13-12113-32220,user_4ef273af,CH66,item_bd51f53a11,Kojie San Hydromoist Face Cream + SPF15 22g - Skin Brightening & Lightening,No,1.0,£9.11,21-Oct-24,Kojie San,0,Face Cream,22grams,22g,1,22g,False,1.0
4561.0,10-11298-90765,user_1725ee6b,HP21,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,2.0,£7.69,06-Apr-24,Kojie San,10,Soap,100grams,100g,3,300g,True,6.0
8946.0,03-12576-28268,user_7b7401fe,WR2,item_bd51f53a11,Kojie San Hydromoist Face Cream + SPF15 22g - Skin Brightening & Lightening,No,1.0,£9.34,06-Feb-25,Kojie San,0,Face Cream,22grams,22g,1,22g,False,1.0
1742.0,12-10456-90778,user_809cbc33,CR0,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£6.44,20-Sep-23,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
2336.0,03-10619-06808,user_88302be9,L14,item_0195bf47b0,Johnson's POWDER MIST Baby Cologne 125ml,Yes,1.0,£7.76,29-Oct-23,Other,0,Powder,125ml,125ml,1,125ml,False,1.0
1208.0,14-10235-00468,user_bd672403,DN4,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,5.0,£5.29,26-Jul-23,Extract,20,Soap,125grams,125g,1,125g,False,5.0
6238.0,25-11718-15954,user_bc77d4f2,DN3,item_c1b6da5f5f,Extract Papaya Calamansi Lotion 200ml - Philippines - Skin Brightening,No,2.0,£9.53,19-Jul-24,Extract,10,Lotion,200ml,200ml,1,200ml,False,2.0
2496.0,26-10644-29829,user_a2b25922,OX12,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,3.0,£5.77,08-Nov-23,Kojie San,15,Soap,65grams,65g,3,195g,True,9.0
8473.0,11-12367-60476,user_10c87195,CV37,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.72,21-Dec-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7231.0,24-11992-46327,user_977f57ef,TS26,item_0195bf47b0,Safeguard PURE WHITE Body Bar Soap 125g - Germ Protection,Yes,1.0,£6.63,21-Sep-24,Other,0,Soap,125grams,125g,1,125g,False,1.0
8241.0,03-12289-58011,user_5741ca90,XX1,item_51c4ece4a0,Silka Papaya Luxe Premium Body Wash 500ml - Skin Lightening & Brightening,Yes,1.0,£13.29,01-Dec-24,Silka,0,Face Wash,500ml,500ml,1,500ml,False,1.0
8698.0,13-12458-82523,user_d404ac15,BA21,item_1860d98fea,Eskinol Papaya Smooth Glow Facial Face Deep Cleanser 225ml - Pure Papaya Extract,Yes,1.0,£8.83,10-Jan-25,Extract,0,Face Wash,225ml,225ml,1,225ml,False,1.0
6847.0,05-11899-40819,user_dc2df2a4,PR1,item_f77b824669,Silka Papaya Soap Lightening & Brightening - 135g or 90g x 3 (Triple Pack)[90g x 3 (Triple Pack)],Yes,1.0,£8.21,28-Aug-24,Silka,0,Soap,135grams,90g,3,270g,True,3.0
6126.0,25-11690-42346,user_c1b989bb,KT5,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,1.0,£7.27,12-Jul-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
3278.0,22-10893-27677,user_f60054c0,SW10,item_c2f8a9aa33,Glutamax Glutathione Roll On Anti-Perspirant Deodorant 50ml - Skin Lightening,Yes,1.0,£9.82,03-Jan-24,GlutaMax,0,Sensitive Area Products,50ml,50ml,1,50ml,False,1.0
4353.0,27-11227-00366,user_9b1dd004,AB253UH,item_cd5edd1e9e,"Gluta Lotion + SPF25 300ml - Skin Lightening, Anti-Aging, Vitamin C",No,1.0,£17.70,24-Mar-24,Other,0,Lotion,300ml,300ml,1,300ml,False,1.0
5474.0,07-11551-27657,user_1c6e8359,SE6,item_447b94f791,Extract GREEN Papaya Calamansi Soap 125g - Philippines -Lightening & Brightening,No,4.0,£5.59,04-Jun-24,Extract,20,Soap,125grams,125g,1,125g,False,4.0
5737.0,18-11609-84223,user_a3abdb38,SW16,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.38,21-Jun-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
861.0,12-10024-50740,user_c1a0e69b,NE6,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Lightening & Brightening,No,2.0,£6.12,31-May-23,Extract,10,Soap,125grams,125g,1,125g,False,2.0
5087.0,17-11453-48894,user_a608b72e,SE129QN,item_812f83cac0,Kojie San Soap 65g x 3 (Triple Pack) - Skin Brightening & Lightening,Yes,1.0,£7.12,14-May-24,Kojie San,0,Soap,65grams,65g,3,195g,True,3.0
8992.0,09-12588-27398,user_9a95f399,SP11,item_7a8580cf2e,Kojie San Soap Skin Lightening & Brightening - 65gx2/65gx3/135g/135gx2/100gx3[65g],No,1.0,£6.25,11-Feb-25,Kojie San,0,Soap,135grams,65g,2,130g,True,2.0
8769.0,24-12491-61699,user_dcd3aae0,LU1,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,Yes,1.0,£8.70,18-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
6807.0,20-11874-93159,user_a21b5e17,CT2,item_914f1c2e5f,Extract Papaya Calamansi Soap 6 x 125g BUNDLE - Philippines - Skin Lightening,No,1.0,£29.07,26-Aug-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
7768.0,04-12144-32119,user_f7647255,BB11,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.71,27-Oct-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8600.0,26-12407-31422,user_09f41d4e,B7,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.56,02-Jan-25,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
8930.0,27-12542-71046,user_1fdebfec,CR0,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,No,2.0,£6.50,05-Feb-25,Extract,10,Soap,125grams,125g,1,125g,False,2.0
6529.0,14-11802-10931,user_da7bddee,B31,item_eacd302425,Kojie San Soap 100g x 3 (Large Trio Pack) - Skin Brightening & Lightening,No,1.0,£8.92,06-Aug-24,Kojie San,0,Soap,100grams,100g,3,300g,True,3.0
7382.0,10-12025-46198,user_5d5536ad,SN15,item_c32affdad0,Extract Papaya Calamansi Soap 125g - Philippines - Lightening & Brightening,Yes,1.0,£7.32,29-Sep-24,Extract,0,Soap,125grams,125g,1,125g,False,1.0
